gameId,gameType,team,id_skaters,position,sweaterNumber,goals,assists,points,pim,hits,shot,toi,shot_cf,miss_cf,block_cf,goal_cf,CF,shot_ca,miss_ca,block_ca,goal_ca,CA,firstName,lastName
2024010014,1,CBJ,8482705,C,4,0,0,0,0,1,0,16:29,4,5,1,1,11,6,5,6,1,18,Cole,Sillinger
2024010014,1,CBJ,8471677,D,3,0,0,0,0,1,1,21:41,4,4,5,1,14,8,4,7,4,23,Jack,Johnson
2024010014,1,CBJ,8484125,C,41,0,0,0,0,1,3,12:53,4,4,1,0,9,3,1,6,1,11,Hunter,McKown
2024010014,1,BUF,8478043,C,81,0,1,1,0,3,1,11:23,6,3,0,1,10,1,2,2,0,5,Sam,Lafferty
2024010014,1,BUF,8477979,R,96,1,0,1,0,2,2,10:21,6,3,0,1,10,1,2,2,0,5,Nicolas,Aube-Kubel
2024010014,1,BUF,8478502,D,8,0,1,1,0,3,0,17:38,6,3,6,1,16,3,3,4,0,10,Dennis,Gilbert
2024010014,1,BUF,8484145,L,9,1,1,2,2,1,1,16:23,4,6,5,2,17,2,4,5,0,11,Zach,Benson
2024010014,1,BUF,8480035,D,10,0,1,1,0,1,1,21:33,6,7,3,3,19,5,4,2,0,11,Henri,Jokiharju
2024010014,1,BUF,8478413,L,12,0,0,0,0,0,1,13:35,4,3,6,0,13,4,5,1,1,11,Jordan,Greenway
2024010014,1,BUF,8481522,C,19,1,1,2,0,1,1,11:03,5,4,4,2,15,8,2,2,0,12,Peyton,Krebs
2024010014,1,BUF,8482097,R,22,0,2,2,0,0,2,18:25,3,6,4,2,15,3,6,6,1,16,Jack,Quinn
2024010014,1,BUF,8480807,D,23,1,0,1,0,1,1,17:48,6,7,3,3,19,5,5,2,0,12,Mattias,Samuelsson
2024010014,1,BUF,8475722,L,17,0,0,0,0,3,0,15:25,6,3,7,0,16,4,4,0,0,8,Jason,Zucker
2024010014,1,BUF,8482671,D,25,1,0,1,0,1,2,20:30,9,6,6,1,22,8,6,4,1,19,Owen,Power
2024010014,1,BUF,8479359,L,29,0,0,0,0,2,4,13:45,8,3,0,1,12,2,2,3,0,7,Beck,Malenstyn
2024010014,1,BUF,8480802,C,71,0,0,0,0,0,2,18:56,7,4,6,0,17,5,6,1,0,12,Ryan,McLeod
2024010014,1,BUF,8479420,C,72,0,1,1,0,3,1,17:05,5,4,4,2,15,8,3,2,0,13,Tage,Thompson
2024010014,1,BUF,8477365,D,75,0,0,0,2,1,3,18:42,6,3,6,0,15,3,4,4,0,11,Connor,Clifton
2024010014,1,BUF,8482175,R,77,0,2,2,0,0,4,16:35,6,4,4,2,16,8,3,1,0,12,JJ,Peterka
2024010014,1,BUF,8481528,C,24,1,0,1,0,0,3,16:07,3,5,5,2,15,2,3,5,1,11,Dylan,Cozens
2024010015,1,PHI,8476461,C,14,0,0,0,0,1,1,17:52,7,5,3,0,15,3,0,0,1,4,Sean,Couturier
2024010015,1,PHI,8483760,D,41,0,0,0,0,3,1,17:14,8,3,2,0,13,7,1,2,2,12,Hunter,McDonald
2024010015,1,PHI,8480245,R,15,0,0,0,0,0,2,15:38,7,1,2,0,10,9,3,2,1,15,Olle,Lycksell
2024010015,1,PHI,8476872,C,21,0,0,0,0,3,0,15:21,4,2,0,0,6,2,1,2,1,6,Scott,Laughton
2024010015,1,PHI,8481521,D,23,0,0,0,2,2,3,15:08,7,2,1,0,10,4,5,4,3,16,Ronnie,Attard
2024010015,1,PHI,8480068,C,25,0,0,0,0,0,1,14:57,5,1,2,0,8,9,3,2,1,15,Ryan,Poehling
2024010015,1,PHI,8478011,D,37,0,0,0,2,2,2,16:04,8,2,2,0,12,6,5,3,3,17,Louie,Belpedio
2024010015,1,PHI,8484928,L,43,0,0,0,0,1,0,13:47,4,2,2,0,8,3,1,1,1,6,Oscar,Eklind
2024010015,1,PHI,8478409,C,90,0,0,0,2,0,2,16:02,7,4,3,0,14,4,2,3,1,10,Anthony,Richard
2024010015,1,PHI,8477499,D,55,0,0,0,0,4,3,21:38,5,3,4,0,12,4,1,4,0,9,Rasmus,Ristolainen
2024010015,1,PHI,8484148,D,59,0,0,0,0,2,3,18:52,10,4,1,0,15,9,2,3,2,16,Oliver,Bonk
2024010015,1,PHI,8481760,C,63,0,0,0,0,0,0,14:05,5,2,0,0,7,3,2,4,1,10,Massimo,Rizzo
2024010015,1,PHI,8482159,R,71,0,0,0,0,0,3,17:39,7,5,3,0,15,4,2,2,1,9,Tyson,Foerster
2024010015,1,PHI,8482452,L,73,0,0,0,0,3,0,11:43,3,0,2,0,5,2,2,3,2,9,Elliot,Desnoyers
2024010015,1,PHI,8481848,C,78,0,0,0,0,0,1,13:04,4,0,2,0,6,3,3,5,2,13,,
2024010015,1,PHI,8481553,R,10,0,0,0,0,1,1,19:20,6,2,0,0,8,9,3,4,1,17,Bobby,Brink
2024010015,1,PHI,8475235,L,44,0,0,0,2,5,0,12:02,3,0,2,0,5,3,2,5,2,12,Nicolas,Deslauriers
2024010015,1,PHI,8481178,D,5,0,0,0,0,0,2,23:34,5,2,4,0,11,6,2,6,0,14,Egor,Zamula
2024010015,1,MTL,8482111,D,52,0,0,0,0,2,1,19:28,7,3,5,1,16,5,3,1,0,9,Justin,Barron
2024010015,1,MTL,8482775,C,91,0,2,2,0,0,2,13:58,8,0,4,2,14,5,0,0,0,5,Oliver,Kapanen
2024010015,1,MTL,8479339,L,92,0,0,0,0,2,5,16:48,5,2,2,0,9,8,3,3,0,14,Patrik,Laine
2024010015,1,MTL,8476981,R,17,1,0,1,0,2,2,17:46,3,3,4,1,11,4,3,2,0,9,Josh,Anderson
2024010015,1,MTL,8482733,D,24,0,1,1,0,3,0,19:32,2,2,2,2,8,7,2,3,0,12,Logan,Mailloux
2024010015,1,MTL,8479718,C,27,1,1,2,0,0,2,11:10,8,1,4,2,15,5,0,0,0,5,Alex,Barré-Boulet
2024010015,1,MTL,8477989,C,28,0,0,0,0,0,1,18:16,3,5,3,1,12,6,3,2,0,11,Christian,Dvorak
2024010015,1,MTL,8483686,D,42,0,0,0,0,0,0,16:45,1,1,2,2,6,7,2,3,0,12,Adam,Engstrom
2024010015,1,MTL,8483457,D,48,0,1,1,2,1,2,21:19,10,4,4,2,20,11,3,3,0,17,Lane,Hutson
2024010015,1,MTL,8482476,L,51,1,1,2,0,6,3,12:32,7,2,3,2,14,4,0,0,0,4,Emil,Heineman
2024010015,1,MTL,8481618,C,15,0,0,0,0,1,0,17:24,5,2,2,0,9,8,3,3,0,14,Alex,Newhook
2024010015,1,MTL,8475233,D,58,1,0,1,0,2,2,19:58,10,4,4,2,20,8,3,3,0,14,David,Savard
2024010015,1,MTL,8482964,D,72,0,0,0,0,5,3,20:23,7,2,5,1,15,4,3,1,0,8,Arber,Xhekaj
2024010015,1,MTL,8483728,C,76,0,2,2,4,0,0,10:38,2,0,2,2,6,4,2,2,0,8,Jared,Davidson
2024010015,1,MTL,8481523,C,77,0,0,0,0,0,1,16:42,5,2,2,0,9,7,3,3,0,13,Kirby,Dach
2024010015,1,MTL,8483549,L,82,0,0,0,4,3,1,11:24,2,1,2,2,7,3,2,2,0,7,Lucas,Condotta
2024010015,1,MTL,8482134,L,88,1,0,1,0,4,1,13:34,2,2,2,2,8,3,2,2,0,7,Luke,Tuch
2024010015,1,MTL,8482749,R,89,0,1,1,0,3,0,14:23,3,4,3,1,11,6,3,2,0,11,Joshua,Roy
2024010016,1,EDM,8475786,L,18,1,0,1,2,0,3,19:47,14,3,5,1,23,5,3,7,0,15,Zach,Hyman
2024010016,1,EDM,8476495,C,23,0,0,0,0,2,1,12:07,9,4,1,0,14,5,3,3,2,13,Seth,Griffith
2024010016,1,EDM,8477934,C,29,0,1,1,0,0,2,18:55,15,4,3,1,23,8,3,3,1,15,Leon,Draisaitl
2024010016,1,EDM,8482718,L,43,0,0,0,0,1,3,09:55,8,1,4,0,13,2,1,4,1,8,Matvey,Petrov
2024010016,1,EDM,8481491,C,48,0,0,0,0,3,4,12:38,10,1,4,0,15,1,0,2,2,5,Noah,Philp
2024010016,1,EDM,8483924,C,59,0,0,0,0,0,2,11:23,7,3,1,0,11,5,3,4,2,14,,
2024010016,1,EDM,8481534,C,62,0,0,0,0,1,7,16:16,13,3,2,1,19,7,3,3,2,15,Raphael,Lavoie
2024010016,1,EDM,8480202,D,81,1,0,1,0,1,5,20:21,18,4,2,2,26,11,4,7,2,24,Noel,Hoefenmayer
2024010016,1,EDM,8480274,D,76,0,1,1,0,2,1,17:21,10,1,2,1,14,9,2,7,2,20,Philip,Kemp
2024010016,1,EDM,8480993,D,79,0,0,0,0,0,1,12:42,8,5,4,1,18,4,2,4,3,13,,
2024010016,1,EDM,8475218,D,14,0,0,0,0,3,2,26:28,22,4,8,0,34,4,2,4,0,10,Mattias,Ekholm
2024010016,1,EDM,8480998,D,83,0,1,1,0,0,1,11:51,7,3,3,0,13,3,1,2,3,9,,
2024010016,1,EDM,8470621,R,90,0,1,1,0,1,1,12:30,11,2,2,1,16,4,0,2,1,7,Corey,Perry
2024010016,1,EDM,8481617,R,92,0,0,0,0,4,1,15:19,12,3,5,0,20,4,1,1,2,8,Vasily,Podkolzin
2024010016,1,EDM,8476454,C,93,0,0,0,0,1,4,20:42,16,3,6,1,26,4,0,6,0,10,Ryan,Nugent-Hopkins
2024010016,1,EDM,8484529,C,64,0,0,0,4,8,1,11:29,5,4,1,0,10,4,3,1,2,10,,
2024010016,1,EDM,8480803,D,2,0,1,1,0,1,3,28:35,20,5,7,0,32,5,3,4,0,12,Evan,Bouchard
2024010016,1,EDM,8478402,C,97,1,1,2,0,1,5,21:02,16,3,6,1,26,5,1,6,0,12,Connor,McDavid
2024010016,1,CGY,8481028,C,76,0,1,1,0,1,3,17:12,8,3,2,2,15,8,3,2,0,13,Martin,Pospisil
2024010016,1,CGY,8478397,D,4,1,0,1,0,1,1,23:04,6,2,7,2,17,22,4,5,0,31,Rasmus,Andersson
2024010016,1,CGY,8476456,C,10,0,3,3,0,0,1,16:28,8,4,2,2,16,6,4,1,0,11,Jonathan,Huberdeau
2024010016,1,CGY,8479291,C,21,0,0,0,0,1,0,14:50,2,2,6,0,10,10,2,4,1,17,Kevin,Rooney
2024010016,1,CGY,8475797,D,26,0,0,0,0,1,0,21:32,6,2,7,1,16,21,5,5,0,31,Jarred,Tinordi
2024010016,1,CGY,8482679,R,27,2,0,2,0,0,3,15:16,2,2,2,2,8,8,1,5,1,15,Matt,Coronato
2024010016,1,CGY,8482165,D,37,1,0,1,0,0,4,20:41,8,5,4,3,20,13,4,3,0,20,Yan,Kuznetsov
2024010016,1,CGY,8477511,R,39,1,1,2,0,0,4,16:00,8,5,2,2,17,4,3,1,0,8,Anthony,Mantha
2024010016,1,CGY,8484180,L,42,0,3,3,0,2,0,14:12,4,2,2,3,11,6,1,4,1,12,Samuel,Honzek
2024010016,1,CGY,8484878,C,78,0,0,0,0,0,0,15:31,4,0,4,0,8,19,5,2,0,26,,
2024010016,1,CGY,8484774,D,56,0,0,0,2,0,1,15:40,6,3,2,1,12,12,4,3,0,19,,
2024010016,1,CGY,8482170,D,57,0,0,0,0,0,0,17:42,7,1,3,2,13,9,3,5,2,19,Joni,Jurmo
2024010016,1,CGY,8477993,C,58,1,2,3,0,5,2,13:38,4,2,2,3,11,5,1,5,1,12,Justin,Kirkland
2024010016,1,CGY,8478056,C,61,0,0,0,0,1,2,14:05,4,0,4,0,8,20,4,3,0,27,Clark,Bishop
2024010016,1,CGY,8482652,R,71,0,1,1,0,4,3,13:22,4,0,6,1,11,10,2,5,1,18,Walker,Duehr
2024010016,1,CGY,8484189,C,73,0,0,0,0,1,1,14:28,4,0,4,0,8,21,5,2,0,28,,
2024010016,1,CGY,8482889,L,74,0,0,0,2,5,1,14:30,2,1,6,0,9,11,2,5,1,19,Lucas,Ciona
2024010016,1,CGY,8484150,D,48,0,0,0,2,0,0,19:10,3,1,5,1,10,10,2,5,2,19,Hunter,Brzustewicz
2024010017,1,DAL,8483425,D,6,1,0,1,2,0,2,17:28,8,4,5,1,18,7,3,3,1,14,Lian,Bichsel
2024010017,1,DAL,8480840,C,10,0,1,1,2,0,1,12:34,5,1,4,1,11,5,3,1,1,10,Oskar,Back
2024010017,1,DAL,8482702,C,11,0,1,1,0,0,4,20:04,8,5,1,1,15,6,2,1,0,9,Logan,Stankoven
2024010017,1,DAL,8484938,R,12,1,0,1,0,0,3,15:23,5,1,2,1,9,7,4,1,1,13,Arttu,Hyry
2024010017,1,DAL,8476278,C,15,0,1,1,0,0,2,14:19,6,2,3,1,12,7,3,2,1,13,Colin,Blackwell
2024010017,1,DAL,8479351,C,18,0,0,0,0,1,0,19:06,2,2,3,0,7,4,3,1,0,8,Sam,Steel
2024010017,1,DAL,8482145,C,22,0,1,1,2,0,3,17:41,2,1,3,0,6,5,4,1,0,10,Mavrik,Bourque
2024010017,1,DAL,8481712,R,25,0,0,0,0,0,4,14:43,9,5,1,1,16,5,2,1,0,8,Matej,Blumel
2024010017,1,DAL,8484146,D,42,0,0,0,2,0,2,12:22,6,3,4,0,13,7,4,2,1,14,Tristan,Bertucci
2024010017,1,DAL,8483470,D,38,0,0,0,0,0,2,18:04,7,3,4,0,14,10,4,1,0,15,Christian,Kyrou
2024010017,1,DAL,8484796,R,39,0,0,0,0,0,1,12:31,3,0,3,0,6,3,2,1,0,6,Emil,Hemming
2024010017,1,DAL,8483514,R,43,0,0,0,0,0,2,10:09,5,1,4,0,10,5,0,3,0,8,Matthew,Seminoff
2024010017,1,DAL,8480950,D,46,0,1,1,0,3,1,20:24,8,2,1,2,13,7,1,4,0,12,Ilya,Lyubushkin
2024010017,1,DAL,8484829,C,49,0,0,0,0,0,1,11:01,4,1,2,0,7,5,0,2,0,7,Justin,Hryckowian
2024010017,1,DAL,8482740,C,53,1,0,1,0,1,1,20:13,7,6,1,1,15,5,1,2,0,8,Wyatt,Johnston
2024010017,1,DAL,8480878,D,5,0,1,1,0,0,2,23:14,5,4,5,0,14,4,2,4,0,10,Nils,Lundkvist
2024010017,1,DAL,8478888,C,34,0,0,0,2,1,0,14:06,5,0,4,0,9,6,0,3,0,9,Cameron,Hughes
2024010017,1,DAL,8474090,D,2,0,0,0,0,0,2,17:52,5,2,1,1,9,7,2,1,0,10,Brendan,Smith
2024010017,1,COL,8481641,L,94,0,0,0,2,3,2,14:04,4,3,1,0,8,5,2,1,1,9,Joel,Kiviranta
2024010017,1,COL,8482147,C,93,0,0,0,2,1,1,14:41,3,0,0,0,3,7,4,3,0,14,Jean-Luc,Foudy
2024010017,1,COL,8482676,D,2,0,0,0,0,1,0,16:43,9,4,3,0,16,4,3,2,0,9,Sean,Behrens
2024010017,1,COL,8479439,D,4,0,1,1,2,0,4,20:09,8,4,5,0,17,3,4,3,1,11,Jacob,MacDonald
2024010017,1,COL,8476391,C,9,0,1,1,0,1,1,14:41,6,3,2,1,12,3,1,3,1,8,T.J.,Tynan
2024010017,1,COL,8477126,C,12,0,0,0,0,0,1,15:43,8,2,4,0,14,3,3,4,1,11,Jayson,Megna
2024010017,1,COL,8480073,D,26,0,0,0,0,2,1,22:27,5,1,2,0,8,10,4,4,1,19,Erik,Brannstrom
2024010017,1,COL,8481737,C,36,0,0,0,2,0,3,12:17,8,2,3,0,13,2,1,3,0,6,Matt,Stienburg
2024010017,1,COL,8484255,R,41,0,0,0,2,1,1,13:32,9,2,4,0,15,4,4,5,1,14,Jason,Polin
2024010017,1,COL,8482712,R,24,0,1,1,2,0,2,15:04,3,0,1,0,4,8,4,3,0,15,Oskar,Olausson
2024010017,1,COL,8481042,R,51,0,0,0,0,1,1,12:18,4,4,0,0,8,5,1,0,0,6,Nikolai,Kovalenko
2024010017,1,COL,8479547,R,54,1,0,1,0,0,4,15:47,6,3,2,1,12,3,1,2,1,7,Matthew,Phillips
2024010017,1,COL,8478430,D,58,0,0,0,0,0,0,21:55,4,1,3,0,8,10,4,4,1,19,Oliver,Kylington
2024010017,1,COL,8479387,D,67,0,0,0,2,1,2,18:01,8,3,1,1,13,7,2,5,1,15,Keaton,Middleton
2024010017,1,COL,8484221,C,71,1,0,1,0,2,3,14:40,3,0,1,0,4,8,3,3,0,14,Calum,Ritchie
2024010017,1,COL,8477930,L,78,0,0,0,0,0,1,14:22,4,3,0,0,7,6,1,1,0,8,Pierre-Edouard,Bellemare
2024010017,1,COL,8485105,C,85,0,1,1,2,1,1,11:03,5,2,2,1,10,4,0,2,1,7,,
2024010017,1,COL,8480157,D,43,0,0,0,2,1,2,14:59,8,3,0,1,12,8,1,2,0,11,Calle,Rosen
2024010018,1,EDM,8478042,L,33,0,1,1,2,1,3,15:46,3,0,4,0,7,5,0,2,2,9,Viktor,Arvidsson
2024010018,1,EDM,8478585,C,10,0,0,0,0,5,2,13:41,3,1,5,0,9,5,2,3,1,11,Derek,Ryan
2024010018,1,EDM,8481061,C,15,0,0,0,0,1,1,11:22,2,4,4,0,10,2,3,0,0,5,Jasper,Weatherby
2024010018,1,EDM,8474641,C,19,0,0,0,0,3,1,16:02,4,0,3,0,7,5,0,1,1,7,Adam,Henrique
2024010018,1,EDM,8483512,C,22,0,0,0,0,0,1,16:52,4,3,2,0,9,2,1,5,1,9,Matthew,Savoie
2024010018,1,EDM,8478408,D,24,0,0,0,0,1,1,21:52,5,4,3,0,12,7,3,2,2,14,Travis,Dermott
2024010018,1,EDM,8478967,C,26,0,0,0,2,3,0,18:53,4,3,2,0,9,3,1,4,2,10,Lane,Pederson
2024010018,1,EDM,8482902,D,88,0,0,0,0,3,4,18:57,8,1,4,0,13,6,2,3,0,11,Maximus,Wanner
2024010018,1,EDM,8479341,D,85,0,0,0,0,1,1,18:06,1,1,5,0,7,4,1,5,2,12,Cam,Dineen
2024010018,1,EDM,8477384,D,44,0,0,0,2,4,1,16:16,2,2,5,0,9,4,1,4,2,11,Joshua,Brown
2024010018,1,EDM,8479442,D,51,0,0,0,2,1,1,19:09,3,5,2,0,10,4,2,2,2,10,Troy,Stecher
2024010018,1,EDM,8475784,C,53,0,0,0,0,0,1,14:24,4,0,3,0,7,5,0,2,1,8,Jeff,Skinner
2024010018,1,EDM,8474884,C,68,1,0,1,0,0,2,16:35,4,2,2,0,8,2,1,4,2,9,Mike,Hoffman
2024010018,1,EDM,8483100,R,70,0,0,0,0,0,0,09:52,2,4,1,0,7,1,2,0,0,3,James,Stefan
2024010018,1,EDM,8484770,R,72,0,0,0,0,1,1,12:41,2,4,1,0,7,1,2,1,0,4,,
2024010018,1,EDM,8479465,L,8,0,0,0,0,1,0,17:34,3,1,2,0,6,5,1,2,1,9,Drake,Caggiula
2024010018,1,EDM,8482704,C,42,0,0,0,2,0,0,13:22,4,1,5,0,10,5,2,2,1,10,Jayden,Grubbe
2024010018,1,EDM,8479416,D,6,0,1,1,0,1,1,20:18,7,3,3,0,13,3,1,2,0,6,Ben,Gleason
2024010018,1,CGY,8482074,C,47,2,1,3,2,4,5,15:57,5,2,1,2,10,2,1,2,0,5,Connor,Zary
2024010018,1,CGY,8483808,L,96,0,1,1,0,0,0,15:03,7,1,4,2,14,5,2,5,0,12,Andrei,Kuzmenko
2024010018,1,CGY,8482470,D,98,0,0,0,0,2,2,19:27,3,0,3,1,7,1,2,2,0,5,Ilya,Solovyov
2024010018,1,CGY,8482695,D,3,0,0,0,2,3,0,17:04,2,1,2,0,5,5,2,3,0,10,Artem,Grushnikov
2024010018,1,CGY,8475197,D,8,0,0,0,0,0,0,20:26,3,0,6,0,9,3,2,2,0,7,Tyson,Barrie
2024010018,1,CGY,8474150,C,11,0,2,2,0,0,6,15:31,4,2,1,2,9,2,1,1,0,4,Mikael,Backlund
2024010018,1,CGY,8481068,C,17,2,0,2,2,0,6,15:59,6,1,5,2,14,4,1,3,0,8,Yegor,Sharangovich
2024010018,1,CGY,8483609,R,43,0,0,0,2,5,0,12:26,0,2,2,0,4,4,2,1,0,7,Adam,Klapka
2024010018,1,CGY,8477810,D,44,0,0,0,0,1,1,17:38,2,1,2,0,5,4,2,4,0,10,Joel,Hanley
2024010018,1,CGY,8476399,C,20,0,1,1,2,3,1,16:09,4,2,1,2,9,2,1,2,0,5,Blake,Coleman
2024010018,1,CGY,8484782,L,49,0,0,0,0,0,1,11:35,4,0,1,0,5,2,2,3,0,7,,
2024010018,1,CGY,8477346,D,52,0,1,1,0,0,0,23:44,9,4,2,4,19,6,4,6,0,16,MacKenzie,Weegar
2024010018,1,CGY,8482624,D,62,1,1,2,0,0,1,15:07,8,4,2,3,17,6,4,5,0,15,Daniil,Miromanov
2024010018,1,CGY,8482766,L,65,0,0,0,2,2,1,10:32,3,0,2,0,5,2,3,3,0,8,William,Stromgren
2024010018,1,CGY,8479066,L,70,0,0,0,0,0,0,14:44,0,2,2,0,4,5,3,3,0,11,Ryan,Lomberg
2024010018,1,CGY,8481655,R,79,0,0,0,2,2,0,12:40,0,2,0,0,2,4,2,1,0,7,Cole,Schwindt
2024010018,1,CGY,8475172,C,91,1,1,2,0,0,4,15:58,7,1,6,2,16,5,2,5,0,12,Nazem,Kadri
2024010018,1,CGY,8484821,C,45,0,1,1,0,1,2,18:09,2,0,3,0,5,3,3,4,0,10,Sam,Morton
2024010019,1,UTA,8474013,D,28,0,0,0,2,6,0,17:10,3,2,2,0,7,9,1,2,1,13,Ian,Cole
2024010019,1,UTA,8477951,C,8,0,0,0,0,0,0,19:54,6,3,2,1,12,7,6,5,1,19,Nick,Schmaltz
2024010019,1,UTA,8479343,R,9,1,0,1,0,0,1,18:49,4,2,2,1,9,8,6,3,1,18,Clayton,Keller
2024010019,1,UTA,8483472,D,10,0,0,0,2,2,0,16:47,4,5,3,0,12,9,0,6,0,15,Maveric,Lamoureux
2024010019,1,UTA,8477021,C,15,1,0,1,0,0,2,17:28,3,3,1,0,7,5,2,5,0,12,Alex,Kerfoot
2024010019,1,UTA,8480849,C,27,0,0,0,0,1,2,18:33,6,3,3,0,12,5,5,2,1,13,Barrett,Hayton
2024010019,1,UTA,8477070,C,38,0,0,0,5,3,1,09:07,2,1,1,0,4,4,0,3,0,7,Liam,O'Brien
2024010019,1,UTA,8482659,R,91,0,0,0,0,4,2,17:21,2,4,3,0,9,8,0,2,0,10,Josh,Doan
2024010019,1,UTA,8480434,D,50,0,2,2,0,1,4,23:02,4,3,2,0,9,9,1,4,1,15,Sean,Durzi
2024010019,1,UTA,8481711,L,63,0,2,2,0,0,2,17:37,3,4,1,0,8,6,1,5,0,12,Matias,Maccelli
2024010019,1,UTA,8478474,L,67,1,0,1,0,2,4,16:06,3,2,1,0,6,4,1,5,0,10,Lawson,Crouse
2024010019,1,UTA,8481102,L,73,0,0,0,0,2,0,10:44,1,0,2,0,3,3,1,3,0,7,Egor,Sokolov
2024010019,1,UTA,8478831,C,82,0,0,0,0,1,1,17:26,2,3,3,0,8,9,1,4,0,14,Kevin,Stenlund
2024010019,1,UTA,8483436,D,84,0,0,0,0,1,0,16:14,4,5,3,0,12,9,2,6,0,17,Artem,Duda
2024010019,1,UTA,8479976,D,4,0,0,0,0,0,0,18:54,4,2,2,0,8,4,7,6,0,17,Juuso,Valimaki
2024010019,1,UTA,8479561,L,46,0,0,0,5,7,1,08:39,1,0,0,0,1,3,0,2,0,5,Travis,Barron
2024010019,1,LAK,8482730,D,92,0,0,0,2,0,1,21:22,8,2,8,0,18,5,3,2,1,11,Brandt,Clarke
2024010019,1,LAK,8483406,R,52,0,0,0,0,3,2,15:29,6,2,2,0,10,7,4,3,0,14,Taylor,Ward
2024010019,1,LAK,8482726,C,79,0,0,0,0,5,2,17:07,6,3,3,0,12,5,4,3,0,12,,
2024010019,1,UTA,8485007,C,93,0,0,0,0,3,1,11:15,3,2,2,0,7,4,1,3,0,8,,
2024010019,1,LAK,8477971,D,5,0,0,0,0,4,0,17:49,7,0,2,1,10,0,3,1,0,4,Andreas,Englund
2024010019,1,LAK,8476441,D,6,0,0,0,0,0,2,20:03,7,3,7,0,17,4,3,2,0,9,Joel,Edmundson
2024010019,1,LAK,8477335,D,7,0,0,0,2,1,1,21:11,9,5,3,0,17,6,3,4,0,13,Kyle,Burroughs
2024010019,1,LAK,8481532,C,15,1,0,1,0,0,1,16:05,2,3,8,0,13,3,0,0,1,4,Alex,Turcotte
2024010019,1,LAK,8481239,L,19,0,0,0,0,0,3,13:58,6,2,3,0,11,1,3,3,0,7,Samuel,Fagemo
2024010019,1,LAK,8480851,C,26,0,0,0,0,0,0,17:02,1,3,8,0,12,5,0,1,0,6,Akil,Thomas
2024010019,1,LAK,8482408,L,39,1,0,1,5,1,1,10:04,6,0,0,1,7,0,3,0,0,3,Jeff,Malott
2024010019,1,LAK,8479421,D,43,0,1,1,0,2,2,21:44,7,5,4,0,16,8,3,5,0,16,Jacob,Moverare
2024010019,1,LAK,8481732,L,47,0,0,0,0,0,3,16:22,6,2,2,0,10,5,5,3,0,13,,
2024010019,1,LAK,8480021,C,53,0,0,0,7,0,3,12:07,8,0,0,1,9,2,2,1,0,5,Jack,Studnicka
2024010019,1,LAK,8476948,L,54,0,0,0,0,1,6,15:33,9,1,1,0,11,2,2,3,1,8,Charles,Hudon
2024010019,1,LAK,8473453,C,61,0,0,0,2,0,0,16:02,2,4,9,0,15,2,0,0,0,2,Trevor,Lewis
2024010019,1,LAK,8484802,R,64,0,0,0,0,0,0,11:06,8,2,3,1,14,1,1,1,0,3,Liam,Greentree
